,temperature_2m_max (°C),temperature_2m_min (°C),apparent_temperature_max (°C),apparent_temperature_min (°C),shortwave_radiation_sum (MJ/m²),rain_sum (mm),snowfall_sum (cm),windspeed_10m_max (km/h),windgusts_10m_max (km/h),winddirection_10m_dominant (°),et0_fao_evapotranspiration (mm),elevation,daysince,sinday,cosday,sindmo,cosdmo,year,sinrise,cosrise,sinset,cosset,city_b,city_le,city_lh,city_p,city_q,city_sa,city_si,city_su,city_t,city_u
92,31.7,25.3,39.2,30.5,20.96,4.0,0.0,7.2,22.3,285.0,4.38,0,92,-0.20129852008866336,0.9795299412524938,0.9998573625597098,0.016889480013931306,2018,0.9914448613738104,0.1305261922200517,-0.9935718556765875,-0.11320321376790694,0,0,0,0,0,0,0,1,0,0
93,32.4,26.0,39.9,31.6,22.56,0.9,0.0,7.2,16.9,149.0,4.82,0,93,-7.347880794884119e-16,1.0,1.0,2.83276944882399e-16,2018,0.9914448613738104,0.1305261922200517,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
94,33.0,27.0,40.0,32.7,23.39,0.3,0.0,11.1,17.3,128.0,5.16,0,94,0.20129852008866192,0.9795299412524942,0.9998573625597098,-0.016889480013931184,2018,0.9914448613738104,0.1305261922200517,-0.9930684569549263,-0.1175373974578376,0,0,0,0,0,0,0,1,0,0
95,31.9,27.3,39.5,32.8,23.09,1.8,0.0,11.3,19.4,120.0,5.0,0,95,0.39435585511331944,0.9189578116202303,0.999429490929718,-0.03377414188346817,2018,0.9914448613738104,0.1305261922200517,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,1,0,0
96,31.5,26.3,38.3,31.6,20.09,5.3,0.0,12.8,26.3,104.0,4.32,0,96,0.5712682150947923,0.8207634412072763,0.9987165071710528,-0.05064916883871264,2018,0.9914448613738104,0.1305261922200517,-0.9925461516413221,-0.12186934340514717,0,0,0,0,0,0,0,1,0,0
97,32.0,24.8,37.5,29.5,19.17,15.6,0.0,11.6,29.9,109.0,4.18,0,97,0.7247927872291193,0.6889669190756872,0.9977186146800707,-0.06750974685836515,2018,0.9914448613738104,0.1305261922200517,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
98,32.3,26.6,38.2,32.1,19.59,4.3,0.0,11.3,31.3,126.0,4.21,0,98,0.84864425749475,0.5289640103269639,0.996436098130433,-0.08435106604304464,2018,0.9914448613738104,0.1305261922200517,-0.992004949679715,-0.12619896913583006,0,0,0,0,0,0,0,1,0,0
99,32.8,27.1,39.0,32.7,22.53,0.0,0.0,8.7,16.6,131.0,4.91,0,99,0.9377521321470808,0.3473052528448195,0.9948693233918952,-0.10116832198743232,2018,0.9908658973868822,0.13485093027372308,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
100,33.2,27.5,39.4,32.9,23.25,0.5,0.0,10.9,20.9,111.0,5.19,0,100,0.9884683243281114,0.15142777750457675,0.9930187374259336,-0.11795671715084607,2018,0.9908658973868822,0.13485093027372308,-0.9914448613738104,-0.13052619222005163,0,0,0,0,0,0,0,1,0,0
101,33.1,27.4,41.1,33.2,21.25,3.8,0.0,10.5,22.3,106.0,4.61,0,101,0.9987165071710529,-0.050649168838711685,0.9908848681582388,-0.13471146222586097,2018,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
102,32.3,27.5,40.1,33.7,21.48,3.8,0.0,8.4,22.0,120.0,4.58,0,102,0.9680771188662048,-0.25065253225871864,0.9884683243281114,-0.1514277775045766,2018,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
103,32.0,28.0,39.9,34.5,21.62,2.7,0.0,10.5,25.6,118.0,4.6,0,103,0.8978045395707429,-0.44039415155763173,0.9857697953148038,-0.16810089424214802,2018,0.9908658973868822,0.13485093027372308,-0.9908658973868822,-0.13485093027372277,0,0,0,0,0,0,0,1,0,0
104,33.7,27.5,41.8,33.6,22.49,0.7,0.0,5.0,14.4,150.0,4.8,0,104,0.7907757369376988,-0.6121059825476627,0.982790050940858,-0.1847260560171893,2018,0.9908658973868822,0.13485093027372308,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
105,33.4,26.9,40.7,32.4,21.46,3.8,0.0,7.1,17.6,264.0,4.65,0,105,0.6513724827222231,-0.7587581226927901,0.9795299412524945,-0.2012985200886602,2018,0.9908658973868822,0.13485093027372308,-0.9902680687415704,-0.13917310096006494,0,0,0,0,0,0,0,1,0,0
106,33.1,27.1,40.8,32.3,19.92,10.3,0.0,7.6,19.4,284.0,4.24,0,106,0.4853019625310829,-0.8743466161445811,0.9759903962771153,-0.21781355874885158,2018,0.9908658973868822,0.13485093027372308,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
107,33.0,26.2,40.4,32.0,21.08,10.9,0.0,9.0,23.8,265.0,4.45,0,107,0.29936312297335743,-0.954139256400049,0.9721724257579907,-0.23426646067208212,2018,0.9908658973868822,0.13485093027372308,-0.9896513868196702,-0.1434926219911794,0,0,0,0,0,0,0,1,0,0
108,32.7,26.1,40.4,31.7,21.22,1.2,0.0,7.6,19.8,161.0,4.54,0,108,0.10116832198743257,-0.9948693233918952,0.9680771188662043,-0.2506525322587204,2018,0.9908658973868822,0.13485093027372308,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
109,33.2,27.3,40.8,32.8,19.89,2.7,0.0,8.9,23.0,111.0,4.33,0,109,-0.10116832198743086,-0.9948693233918953,0.963705643889941,-0.2669670989741515,2018,0.9908658973868822,0.13485093027372308,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
110,32.8,26.8,39.5,32.7,17.99,5.8,0.0,10.1,22.3,89.0,3.89,0,110,-0.2993631229733592,-0.9541392564000485,0.9590592479012021,-0.28320550668230404,2018,0.9908658973868822,0.13485093027372308,-0.9890158633619168,-0.14780941112961046,0,0,0,0,0,0,0,1,0,0
111,31.2,26.6,37.1,32.1,13.69,7.5,0.0,15.0,31.7,109.0,3.27,0,111,-0.4853019625310814,-0.874346616144582,0.9541392564000489,-0.2993631229733578,2018,0.9908658973868822,0.13485093027372308,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
112,32.8,26.4,39.8,31.9,18.97,8.9,0.0,13.4,31.0,110.0,4.04,0,112,-0.6513724827222218,-0.7587581226927913,0.9489470729364691,-0.3154353384852555,2018,0.9908658973868822,0.13485093027372308,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
113,32.7,26.2,39.1,32.2,19.78,1.1,0.0,6.6,16.9,118.0,4.22,0,113,-0.7907757369376976,-0.612105982547664,0.9434841787099802,-0.3314175682186357,2018,0.9908658973868822,0.13485093027372308,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
114,33.3,26.4,38.7,32.4,20.34,1.7,0.0,7.8,18.0,119.0,4.42,0,114,-0.8978045395707406,-0.44039415155763645,0.9377521321470805,-0.34730525284482017,2018,0.9908658973868822,0.13485093027372308,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
115,32.1,25.0,38.6,29.9,21.99,0.5,0.0,11.5,23.8,105.0,4.76,0,115,-0.9680771188662044,-0.2506525322587203,0.9317525684566684,-0.3630938600064746,2018,0.9908658973868822,0.13485093027372308,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
116,32.5,27.4,38.6,32.5,21.47,1.5,0.0,13.0,27.7,114.0,4.82,0,116,-0.9987165071710528,-0.0506491688387134,0.9254871991635596,-0.378778885610576,2018,0.9908658973868822,0.13485093027372308,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
117,33.0,27.0,40.2,32.8,21.7,0.3,0.0,7.7,18.7,173.0,4.73,0,117,-0.9884683243281116,0.15142777750457506,0.9189578116202307,-0.39435585511331844,2018,0.9908658973868822,0.13485093027372308,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
118,33.0,26.0,37.7,30.4,23.66,0.0,0.0,9.5,19.8,121.0,5.31,0,118,-0.9377521321470813,0.3473052528448179,0.9121662684969334,-0.4098203247965873,2018,0.9908658973868822,0.13485093027372308,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
119,33.1,26.0,37.1,30.4,23.43,0.2,0.0,12.2,24.1,121.0,5.48,0,119,-0.8486442574947528,0.5289640103269595,0.9051145072503213,-0.42516788303564046,2018,0.9908658973868822,0.13485093027372308,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
120,32.7,26.4,37.1,30.5,23.69,0.0,0.0,11.0,23.4,128.0,5.47,0,120,-0.724792787229123,0.6889669190756834,0.8978045395707418,-0.440394151557634,2018,0.9908658973868822,0.13485093027372308,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
121,32.6,25.8,37.3,29.7,21.47,0.0,0.0,6.6,16.2,168.0,4.6,0,121,-0.5712682150947908,0.8207634412072774,0.8902384508083516,-0.45549478669063403,2018,0.9908658973868822,0.13485093027372308,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
122,32.2,26.0,37.3,29.8,21.2,0.0,0.0,8.7,18.7,121.0,4.72,0,122,-0.3943558551133178,0.9189578116202309,0.8824183993782192,-0.4704654806027555,2018,0.9908658973868822,0.13485093027372308,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
123,33.0,26.0,38.0,30.6,22.26,0.0,0.0,10.1,20.2,117.0,5.07,0,123,-0.20129852008866014,0.9795299412524945,0.8743466161445822,-0.4853019625310809,2018,0.9908658973868822,0.13485093027372308,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
124,32.6,26.2,37.5,30.4,23.27,0.0,0.0,15.1,28.1,118.0,5.36,0,124,-9.797174393178826e-16,1.0,0.8660254037844387,-0.4999999999999998,2018,0.9908658973868822,0.13485093027372308,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
125,33.1,28.3,36.9,33.1,22.71,0.0,0.0,18.1,34.2,118.0,5.53,0,125,0.2012985200886582,0.9795299412524949,0.8574571361306512,-0.5145554000286285,2018,0.9908658973868822,0.13485093027372308,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
126,32.9,27.0,38.2,31.6,23.14,0.0,0.0,14.2,27.7,115.0,5.25,0,126,0.3943558551133192,0.9189578116202304,0.8486442574947509,-0.5289640103269625,2018,0.9908658973868822,0.13485093027372308,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
127,32.9,27.3,38.2,32.6,21.84,0.0,0.0,11.5,22.7,113.0,4.99,0,127,0.5712682150947921,0.8207634412072764,0.8395892819696389,-0.5432217204804187,2018,0.9908658973868822,0.13485093027372308,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
128,32.6,26.4,37.4,31.3,23.03,0.0,0.0,14.9,28.4,112.0,5.3,0,128,0.7247927872291192,0.6889669190756873,0.8302947927123764,-0.5573244631224363,2018,0.9908658973868822,0.13485093027372308,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
129,32.5,26.7,36.7,31.6,23.22,0.0,0.0,13.7,27.4,117.0,5.43,0,129,0.8486442574947499,0.5289640103269642,0.8207634412072764,-0.5712682150947921,2018,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
130,32.9,26.6,38.5,30.9,22.8,0.0,0.0,10.8,20.2,107.0,5.19,0,130,0.9377521321470794,0.34730525284482305,0.8109979465095013,-0.5850489985953075,2018,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
131,32.5,26.7,37.0,31.2,21.86,0.0,0.0,10.8,20.5,117.0,4.98,0,131,0.9884683243281114,0.151427777504577,0.8010010944693845,-0.5986628823126151,2018,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
132,33.0,26.4,37.3,30.9,22.06,0.2,0.0,12.0,24.5,117.0,5.09,0,132,0.9987165071710529,-0.05064916883871144,0.7907757369376985,-0.6121059825476629,2018,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
133,33.0,27.0,38.2,32.0,21.9,0.0,0.0,17.4,30.6,106.0,5.13,0,133,0.9680771188662048,-0.2506525322587184,0.7803247909520918,-0.6253744643216368,2018,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
134,31.4,27.9,36.2,33.6,13.6,4.2,0.0,12.6,31.7,112.0,3.38,0,134,0.897804539570743,-0.4403941515576315,0.7696512379049323,-0.6384645424699834,2018,0.9914448613738104,0.1305261922200517,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
135,31.9,27.6,36.3,33.3,14.91,4.7,0.0,14.9,33.5,109.0,3.73,0,135,0.7907757369376989,-0.6121059825476625,0.7587581226927911,-0.651372482722222,2018,0.9914448613738104,0.1305261922200517,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
136,31.9,27.5,37.5,32.9,18.92,3.0,0.0,11.3,24.1,112.0,4.18,0,136,0.6513724827222206,-0.7587581226927923,0.7476485528478088,-0.6640946027672392,2018,0.9914448613738104,0.1305261922200517,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
137,32.7,26.5,37.7,31.5,19.34,0.7,0.0,11.3,23.0,107.0,4.5,0,137,0.48530196253108,-0.8743466161445828,0.7363256976511973,-0.6766272733037574,2018,0.992004949679715,0.12619896913582973,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
138,32.6,26.7,37.3,31.0,18.84,0.4,0.0,10.0,19.4,106.0,4.31,0,138,0.29936312297335765,-0.9541392564000489,0.7247927872291199,-0.6889669190756865,2018,0.992004949679715,0.12619896913582973,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
139,32.9,26.6,37.3,31.7,18.5,2.3,0.0,8.8,19.4,104.0,4.31,0,139,0.10116832198743281,-0.994869323391895,0.7130531116312203,-0.7011100198920526,2018,0.992004949679715,0.12619896913582973,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
140,31.1,27.2,35.1,32.4,13.89,5.3,0.0,11.8,30.6,107.0,3.45,0,140,-0.10116832198743061,-0.9948693233918953,0.7011100198920528,-0.7130531116312202,2018,0.992004949679715,0.12619896913582973,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
141,32.5,28.1,37.1,33.0,19.98,0.0,0.0,17.5,37.1,110.0,4.73,0,141,-0.2993631229733556,-0.9541392564000496,0.6889669190756867,-0.7247927872291198,2018,0.992004949679715,0.12619896913582973,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
142,32.3,27.9,38.0,32.7,17.66,6.2,0.0,17.3,46.8,104.0,4.12,0,142,-0.48530196253108115,-0.8743466161445821,0.6766272733037573,-0.7363256976511974,2018,0.992004949679715,0.12619896913582973,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
143,32.1,26.8,38.8,32.4,20.11,1.9,0.0,10.1,28.8,111.0,4.34,0,143,-0.6513724827222216,-0.7587581226927914,0.664094602767239,-0.747648552847809,2018,0.992546151641322,0.12186934340514749,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
144,33.3,27.4,38.5,32.7,19.59,3.7,0.0,10.0,27.0,92.0,4.29,0,144,-0.7907757369376975,-0.6121059825476642,0.6513724827222223,-0.758758122692791,2018,0.992546151641322,0.12186934340514749,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
145,33.2,27.0,37.9,32.8,18.23,1.6,0.0,13.7,28.4,103.0,4.22,0,145,-0.8978045395707405,-0.44039415155763667,0.6384645424699835,-0.7696512379049323,2018,0.992546151641322,0.12186934340514749,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
146,33.2,26.8,37.5,31.7,19.68,0.4,0.0,8.9,18.7,128.0,4.42,0,146,-0.9680771188662034,-0.25065253225872397,0.625374464321637,-0.7803247909520917,2018,0.992546151641322,0.12186934340514749,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
147,32.5,26.7,37.2,30.9,21.26,0.0,0.0,9.3,19.8,111.0,4.74,0,147,-0.9987165071710528,-0.05064916883871364,0.6121059825476627,-0.7907757369376988,2018,0.992546151641322,0.12186934340514749,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
148,32.6,26.6,36.6,31.1,20.21,0.0,0.0,11.2,23.4,117.0,4.72,0,148,-0.9884683243281117,0.15142777750457484,0.5986628823126149,-0.8010010944693847,2018,0.9930684569549263,0.1175373974578377,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
149,32.2,25.9,37.4,29.8,18.89,0.0,0.0,11.5,22.3,99.0,4.26,0,149,-0.9377521321470802,0.347305252844821,0.5850489985953076,-0.8109979465095012,2018,0.9930684569549263,0.1175373974578377,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
150,32.3,26.2,37.7,30.4,20.46,0.1,0.0,13.4,27.7,86.0,4.54,0,150,-0.848644257494751,0.5289640103269623,0.5712682150947923,-0.8207634412072763,2018,0.9930684569549263,0.1175373974578377,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
151,31.5,25.8,36.0,30.1,18.29,0.2,0.0,11.7,24.1,73.0,4.07,0,150,-0.848644257494751,0.5289640103269623,0.5712682150947923,-0.8207634412072763,2018,0.9930684569549263,0.1175373974578377,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
152,32.1,25.9,36.9,30.1,20.18,0.2,0.0,11.3,23.8,76.0,4.46,0,151,-0.7247927872291207,0.6889669190756857,0.5573244631224364,-0.8302947927123763,2018,0.9935718556765875,0.11320321376790661,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
153,31.8,26.7,36.4,31.0,18.2,0.0,0.0,12.0,24.1,101.0,4.12,0,152,-0.5712682150947939,0.8207634412072752,0.543221720480419,-0.8395892819696388,2018,0.9935718556765875,0.11320321376790661,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
154,31.8,26.7,36.9,31.0,17.22,0.3,0.0,13.1,25.9,108.0,3.92,0,153,-0.394355855113318,0.9189578116202308,0.5289640103269623,-0.848644257494751,2018,0.9935718556765875,0.11320321376790661,-0.9840406976462908,-0.17794354547384236,0,0,0,0,0,0,0,1,0,0
155,32.0,27.0,37.6,31.8,18.85,0.7,0.0,11.0,23.4,105.0,4.16,0,154,-0.20129852008866037,0.9795299412524945,0.5145554000286287,-0.8574571361306511,2018,0.9935718556765875,0.11320321376790661,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
156,32.3,26.7,38.3,32.5,18.85,0.0,0.0,8.2,19.4,94.0,4.19,0,155,-1.2246467991473533e-15,1.0,0.49999999999999994,-0.8660254037844387,2018,0.9935718556765875,0.11320321376790661,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
157,32.0,26.7,38.0,31.0,19.86,0.1,0.0,12.1,23.0,96.0,4.4,0,156,0.20129852008865798,0.9795299412524949,0.48530196253108104,-0.8743466161445821,2018,0.9940563382223196,0.10886687485196474,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
158,32.2,26.7,37.8,31.7,19.77,0.6,0.0,11.8,22.0,99.0,4.46,0,157,0.3943558551133158,0.9189578116202318,0.47046548060275567,-0.8824183993782191,2018,0.9940563382223196,0.10886687485196474,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
159,32.4,26.0,37.3,30.3,19.8,0.1,0.0,13.7,24.5,107.0,4.61,0,158,0.5712682150947949,0.8207634412072745,0.4554947866906342,-0.8902384508083515,2018,0.9940563382223196,0.10886687485196474,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
160,32.1,25.8,36.8,30.6,20.76,0.0,0.0,12.4,24.8,109.0,4.74,0,159,0.7247927872291214,0.688966919075685,0.44039415155763456,-0.8978045395707416,2018,0.9940563382223196,0.10886687485196474,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
161,32.6,26.7,36.7,31.6,18.92,0.4,0.0,12.8,25.6,109.0,4.31,0,160,0.8486442574947516,0.5289640103269614,0.4251678830356406,-0.9051145072503213,2018,0.9945218953682733,0.10452846326765346,-0.984807753012208,-0.17364817766693033,0,0,0,0,0,0,0,1,0,0
162,32.0,26.6,37.5,31.4,18.0,1.1,0.0,10.0,22.0,115.0,3.88,0,161,0.9377521321470805,0.34730525284482,0.4098203247965875,-0.9121662684969334,2018,0.9945218953682733,0.10452846326765346,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
163,31.9,26.0,36.8,30.5,18.46,0.0,0.0,7.9,18.0,126.0,4.21,0,162,0.9884683243281113,0.15142777750457725,0.3943558551133186,-0.9189578116202306,2018,0.9945218953682733,0.10452846326765346,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
164,31.8,25.1,35.8,28.6,21.4,0.0,0.0,11.1,20.2,124.0,4.95,0,163,0.9987165071710529,-0.0506491688387112,0.37877888561057615,-0.9254871991635595,2018,0.9945218953682733,0.10452846326765346,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
165,31.7,24.4,35.4,28.1,21.28,0.0,0.0,12.5,23.8,115.0,4.92,0,164,0.968077118866205,-0.2506525322587182,0.36309386000647476,-0.9317525684566684,2018,0.9949685182509117,0.10018806161207654,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
166,31.6,25.1,35.9,29.0,21.21,0.0,0.0,13.9,24.1,121.0,4.79,0,165,0.8978045395707431,-0.4403941515576313,0.34730525284482056,-0.9377521321470804,2018,0.9949685182509117,0.10018806161207654,-0.9855560590580776,-0.16934950384902486,0,0,0,0,0,0,0,1,0,0
167,31.3,26.4,35.3,30.1,19.1,0.0,0.0,18.4,37.4,109.0,4.59,0,166,0.7907757369376969,-0.6121059825476651,0.3314175682186357,-0.9434841787099802,2018,0.9949685182509117,0.10018806161207654,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
168,31.2,26.0,34.6,29.6,19.71,0.0,0.0,18.2,33.8,114.0,4.58,0,167,0.6513724827222208,-0.7587581226927922,0.31543533848525546,-0.9489470729364691,2018,0.9949685182509117,0.10018806161207654,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
169,32.0,25.7,35.8,30.4,16.51,1.2,0.0,16.3,35.6,119.0,3.82,0,168,0.48530196253108016,-0.8743466161445825,0.29936312297335804,-0.9541392564000488,2018,0.9953961983671787,0.09584575252022406,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
170,31.7,25.9,36.8,30.9,16.06,4.3,0.0,11.5,32.4,101.0,3.57,0,169,0.29936312297335793,-0.9541392564000488,0.2832055066823042,-0.9590592479012021,2018,0.9953961983671787,0.09584575252022406,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
171,31.0,25.7,35.6,30.7,13.13,4.4,0.0,10.5,25.2,104.0,3.09,0,170,0.10116832198743306,-0.994869323391895,0.2669670989741519,-0.9637056438899408,2018,0.9953961983671787,0.09584575252022406,-0.9862856015372313,-0.16504760586067815,0,0,0,0,0,0,0,1,0,0
172,31.5,25.9,35.8,31.4,18.78,0.9,0.0,12.5,23.0,109.0,4.15,0,171,-0.10116832198743038,-0.9948693233918954,0.2506525322587208,-0.9680771188662042,2018,0.9953961983671787,0.09584575252022406,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
173,31.1,25.3,35.4,30.2,19.45,1.4,0.0,14.9,27.0,112.0,4.35,0,172,-0.2993631229733553,-0.9541392564000497,0.2342664606720825,-0.9721724257579906,2018,0.9953961983671787,0.09584575252022406,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
174,31.8,26.0,35.5,30.6,19.39,0.1,0.0,15.3,30.2,110.0,4.49,0,173,-0.4853019625310778,-0.8743466161445839,0.21781355874885197,-0.9759903962771153,2018,0.9958049275746618,0.09150161866340252,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
175,31.3,25.9,36.5,30.4,17.74,0.0,0.0,10.7,23.4,138.0,3.99,0,174,-0.6513724827222187,-0.7587581226927939,0.20129852008866017,-0.9795299412524945,2018,0.9958049275746618,0.09150161866340252,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
176,30.7,25.2,34.8,29.2,17.26,0.0,0.0,8.2,17.6,126.0,3.82,0,175,-0.7907757369376952,-0.6121059825476672,0.18472605601718947,-0.9827900509408579,2018,0.9958049275746618,0.09150161866340252,-0.9869963665602319,-0.160742565603826,0,0,0,0,0,0,0,1,0,0
177,31.9,25.4,35.0,29.1,20.47,0.2,0.0,12.6,25.6,126.0,4.8,0,176,-0.8978045395707388,-0.44039415155764006,0.1681008942421484,-0.9857697953148037,2018,0.9958049275746618,0.09150161866340252,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
178,31.6,25.1,35.5,28.8,20.36,0.0,0.0,10.4,21.6,127.0,4.53,0,177,-0.9680771188662043,-0.2506525322587208,0.15142777750457653,-0.9884683243281114,2018,0.9958049275746618,0.09150161866340252,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
179,31.5,24.4,35.3,27.5,20.81,0.0,0.0,11.4,22.3,129.0,4.79,0,178,-0.9987165071710528,-0.05064916883871389,0.13471146222586092,-0.9908848681582388,2018,0.9961946980917455,0.08715574274765814,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
180,31.6,24.7,35.7,28.2,20.61,0.0,0.0,11.2,22.3,122.0,4.61,0,179,-0.9884683243281117,0.1514277775045746,0.11795671715084603,-0.9930187374259336,2018,0.9961946980917455,0.08715574274765814,-0.9876883405951377,-0.15643446504023104,0,0,0,0,0,0,0,1,0,0
181,31.2,24.8,35.1,28.3,21.22,0.0,0.0,12.9,23.8,106.0,4.77,0,180,-0.9377521321470815,0.34730525284481745,0.10116832198743228,-0.9948693233918952,2018,0.9961946980917455,0.08715574274765814,-0.9883615104677607,-0.15212338618991714,0,0,0,0,0,0,0,1,0,0
